episode_number,episode_id,user_id,vote_key,series_name,season_number
8,6874009,5449324,6874009-5449324-20,Interns,1
2,6876243,5449324,6876243-5449324-19,The Hook Up Plan,1
1,6876323,5449324,6876323-5449324-20,The Hook Up Plan,1
1,6876323,5449324,6876323-5449324-19,The Hook Up Plan,1
8,6877869,5449324,6877869-5449324-20,The Simpsons,30
8,6877869,5449324,6877869-5449324-19,The Simpsons,30
5,6878506,5449324,6878506-5449324-19,Dynasty (2017),2
19,6879480,5449324,6879480-5449324-18,En fait,2
19,6879480,5449324,6879480-5449324-16,En fait,2
19,6879480,5449324,6879480-5449324-17,En fait,2
19,6879480,5449324,6879480-5449324-20,En fait,2
19,6879480,5449324,6879480-5449324-19,En fait,2
3,6879894,5449324,6879894-5449324-3,Carpool Karaoke: The Series,2
6,6880389,5449324,6880389-5449324-19,Dynasty (2017),2
9,6882388,5449324,6882388-5449324-20,Skam Spain,1
10,6882390,5449324,6882390-5449324-20,Skam Spain,1
96,6883244,5449324,6883244-5449324-28,Pokémon,18
96,6883244,5449324,6883244-5449324-27,Pokémon,18
9,6887371,5449324,6887371-5449324-20,9-1-1,2
4,6889230,5449324,6889230-5449324-28,Carpool Karaoke: The Series,2
10,6893269,5449324,6893269-5449324-17,9-1-1,2
2,6894399,5449324,6894399-5449324-5,The Umbrella Academy,1
2,6894399,5449324,6894399-5449324-3,The Umbrella Academy,1
8,6894433,5449324,6894433-5449324-3,The Umbrella Academy,1
8,6894433,5449324,6894433-5449324-5,The Umbrella Academy,1
9,6894438,5449324,6894438-5449324-3,The Umbrella Academy,1
10,6894457,5449324,6894457-5449324-3,The Umbrella Academy,1
2,6896594,5449324,6896594-5449324-18,Perfume (2018),1
2,6896594,5449324,6896594-5449324-17,Perfume (2018),1
3,6896596,5449324,6896596-5449324-19,Perfume (2018),1
4,6896597,5449324,6896597-5449324-18,Perfume (2018),1
4,6896597,5449324,6896597-5449324-19,Perfume (2018),1
5,6896598,5449324,6896598-5449324-19,Perfume (2018),1
5,6896598,5449324,6896598-5449324-18,Perfume (2018),1
6,6896599,5449324,6896599-5449324-19,Perfume (2018),1
6,6896599,5449324,6896599-5449324-18,Perfume (2018),1
5,6898280,5449324,6898280-5449324-3,Carpool Karaoke: The Series,2
6,6898281,5449324,6898281-5449324-3,Carpool Karaoke: The Series,2
7,6898283,5449324,6898283-5449324-27,Carpool Karaoke: The Series,2
8,6898284,5449324,6898284-5449324-3,Carpool Karaoke: The Series,2
8,6900027,5449324,6900027-5449324-20,The Dead Girls Detective Agency,1
1,6901566,5449324,6901566-5449324-19,Nailed It! Holiday!,1
1,6901566,5449324,6901566-5449324-20,Nailed It! Holiday!,1
1,6901566,5449324,6901566-5449324-18,Nailed It! Holiday!,1
11,6901567,5449324,6901567-5449324-19,Chilling Adventures of Sabrina,1
11,6901567,5449324,6901567-5449324-20,Chilling Adventures of Sabrina,1
2,6903616,5449324,6903616-5449324-20,Mom or Dad,1
3,6904298,5449324,6904298-5449324-20,Mom or Dad,1
3,6904298,5449324,6904298-5449324-19,Mom or Dad,1
4,6904300,5449324,6904300-5449324-20,Mom or Dad,1
4,6904300,5449324,6904300-5449324-19,Mom or Dad,1
5,6904302,5449324,6904302-5449324-19,Mom or Dad,1
6,6904306,5449324,6904306-5449324-20,Mom or Dad,1
8,6905828,5449324,6905828-5449324-19,Dynasty (2017),2
1,6910832,5449324,6910832-5449324-17,High Maintenance (2016),3
1,6910832,5449324,6910832-5449324-16,High Maintenance (2016),3
21,6919489,5449324,6919489-5449324-19,,3
21,6919489,5449324,6919489-5449324-20,,3
1,6920965,5449324,6920965-5449324-16,Fam,1
1,6920965,5449324,6920965-5449324-17,Fam,1
9,6921820,5449324,6921820-5449324-19,Dynasty (2017),2
1,6927356,5449324,6927356-5449324-20,Sex Education,1
2,6927852,5449324,6927852-5449324-19,Sex Education,1
2,6927852,5449324,6927852-5449324-18,Sex Education,1
2,6927852,5449324,6927852-5449324-20,Sex Education,1
3,6927853,5449324,6927853-5449324-20,Sex Education,1
3,6927853,5449324,6927853-5449324-19,Sex Education,1
4,6927854,5449324,6927854-5449324-19,Sex Education,1
5,6927857,5449324,6927857-5449324-20,Sex Education,1
6,6927861,5449324,6927861-5449324-20,Sex Education,1
7,6927862,5449324,6927862-5449324-20,Sex Education,1
7,6927862,5449324,6927862-5449324-19,Sex Education,1
8,6927863,5449324,6927863-5449324-20,Sex Education,1
1,6928553,5449324,6928553-5449324-3,Miracle Workers,1
26,6929987,5449324,6929987-5449324-16,,3
1,6930165,5449324,6930165-5449324-19,Big Head,1
2,6930583,5449324,6930583-5449324-19,Nailed It! Holiday!,1
3,6930584,5449324,6930584-5449324-18,Nailed It! Holiday!,1
3,6930584,5449324,6930584-5449324-19,Nailed It! Holiday!,1
4,6930586,5449324,6930586-5449324-16,Nailed It! Holiday!,1
5,6930587,5449324,6930587-5449324-18,Nailed It! Holiday!,1
6,6930588,5449324,6930588-5449324-19,Nailed It! Holiday!,1
7,6930589,5449324,6930589-5449324-17,Nailed It! Holiday!,1
3,6930590,5449324,6930590-5449324-19,The Hook Up Plan,1
5,6930592,5449324,6930592-5449324-19,The Hook Up Plan,1
6,6930593,5449324,6930593-5449324-19,The Hook Up Plan,1
7,6930594,5449324,6930594-5449324-19,The Hook Up Plan,1
8,6930595,5449324,6930595-5449324-20,The Hook Up Plan,1
99,6932098,5449324,6932098-5449324-3,Pokémon,18
1,6933995,5449324,6933995-5449324-28,Stranger Things,3
1,6933995,5449324,6933995-5449324-27,Stranger Things,3
0,6934210,5449324,6934210-5449324-19,Skam,1
0,6934210,5449324,6934210-5449324-20,Skam,1
1,6936580,5449324,6936580-5449324-3,Always a Witch,1
12,6937151,5449324,6937151-5449324-20,The Simpsons,30
12,6937151,5449324,6937151-5449324-19,The Simpsons,30
8,6937673,5449324,6937673-5449324-19,Unbreakable Kimmy Schmidt,4
9,6937674,5449324,6937674-5449324-18,Unbreakable Kimmy Schmidt,4
9,6937674,5449324,6937674-5449324-19,Unbreakable Kimmy Schmidt,4
10,6937675,5449324,6937675-5449324-19,Unbreakable Kimmy Schmidt,4
11,6937677,5449324,6937677-5449324-19,Unbreakable Kimmy Schmidt,4
12,6937679,5449324,6937679-5449324-18,Unbreakable Kimmy Schmidt,4
1,6937767,5449324,6937767-5449324-20,Russian Doll,1
2,6937768,5449324,6937768-5449324-20,Russian Doll,1
3,6937769,5449324,6937769-5449324-19,Russian Doll,1
3,6937769,5449324,6937769-5449324-20,Russian Doll,1
4,6937772,5449324,6937772-5449324-19,Russian Doll,1
5,6937773,5449324,6937773-5449324-19,Russian Doll,1
6,6937775,5449324,6937775-5449324-19,Russian Doll,1
7,6937778,5449324,6937778-5449324-20,Russian Doll,1
7,6937778,5449324,6937778-5449324-19,Russian Doll,1
8,6937780,5449324,6937780-5449324-19,Russian Doll,1
8,6937780,5449324,6937780-5449324-20,Russian Doll,1
2,6938243,5449324,6938243-5449324-5,Always a Witch,1
3,6938244,5449324,6938244-5449324-5,Always a Witch,1
4,6938245,5449324,6938245-5449324-3,Always a Witch,1
7,6938248,5449324,6938248-5449324-2,Always a Witch,1
13,6938266,5449324,6938266-5449324-19,,4
1,6939214,5449324,6939214-5449324-20,One Day at a Time (2017),3
1,6939214,5449324,6939214-5449324-19,One Day at a Time (2017),3
2,6939215,5449324,6939215-5449324-19,One Day at a Time (2017),3
2,6939215,5449324,6939215-5449324-20,One Day at a Time (2017),3
3,6939216,5449324,6939216-5449324-19,One Day at a Time (2017),3
4,6939217,5449324,6939217-5449324-19,One Day at a Time (2017),3
5,6939218,5449324,6939218-5449324-19,One Day at a Time (2017),3
5,6939218,5449324,6939218-5449324-20,One Day at a Time (2017),3
6,6939219,5449324,6939219-5449324-19,One Day at a Time (2017),3
7,6939220,5449324,6939220-5449324-20,One Day at a Time (2017),3
7,6939220,5449324,6939220-5449324-19,One Day at a Time (2017),3
8,6939222,5449324,6939222-5449324-20,One Day at a Time (2017),3
8,6939222,5449324,6939222-5449324-19,One Day at a Time (2017),3
13,6939229,5449324,6939229-5449324-3,One Day at a Time (2017),3
9,6940667,5449324,6940667-5449324-27,Carpool Karaoke: The Series,2
46,6942139,5449324,6942139-5449324-19,gaelle garcia diaz,2018
101,6944078,5449324,6944078-5449324-28,Pokémon,18
1,6944774,5449324,6944774-5449324-3,The Act,1
3,6944776,5449324,6944776-5449324-29,The Act,1
10,6945092,5449324,6945092-5449324-20,Skam,0
10,6945092,5449324,6945092-5449324-19,Skam,0
11,6945094,5449324,6945094-5449324-20,Skam,0
12,6945095,5449324,6945095-5449324-19,Skam,0
12,6945095,5449324,6945095-5449324-18,Skam,0
12,6945095,5449324,6945095-5449324-20,Skam,0
13,6945096,5449324,6945096-5449324-19,Skam,0
2,6945748,5449324,6945748-5449324-18,High Maintenance (2016),3
2,6952566,5449324,6952566-5449324-3,Bonding,1
3,6952578,5449324,6952578-5449324-3,Bonding,1
2,6959083,5449324,6959083-5449324-18,Black Mirror,0
2,6959083,5449324,6959083-5449324-19,Black Mirror,0
12,6969937,5449324,6969937-5449324-19,Skam Spain,1
3,6973727,5449324,6973727-5449324-5,High Maintenance (2016),3
4,6973729,5449324,6973729-5449324-2,High Maintenance (2016),3
5,6973731,5449324,6973731-5449324-4,High Maintenance (2016),3
5,6973731,5449324,6973731-5449324-2,High Maintenance (2016),3
6,6973732,5449324,6973732-5449324-3,High Maintenance (2016),3
6,6973732,5449324,6973732-5449324-1,High Maintenance (2016),3
6,6973732,5449324,6973732-5449324-4,High Maintenance (2016),3
6,6973732,5449324,6973732-5449324-2,High Maintenance (2016),3
7,6973733,5449324,6973733-5449324-1,High Maintenance (2016),3
8,6973735,5449324,6973735-5449324-4,High Maintenance (2016),3
9,6973736,5449324,6973736-5449324-1,High Maintenance (2016),3
1,6975016,5449324,6975016-5449324-3,Killing Eve,2
103,6978857,5449324,6978857-5449324-29,Pokémon,18
103,6978857,5449324,6978857-5449324-28,Pokémon,18
104,6980409,5449324,6980409-5449324-29,Pokémon,18
104,6980409,5449324,6980409-5449324-28,Pokémon,18
11,6981301,5449324,6981301-5449324-19,Dynasty (2017),2
11,6981301,5449324,6981301-5449324-20,Dynasty (2017),2
2,6983261,5449324,6983261-5449324-27,"Love, Death & Robots",1
1,6983885,5449324,6983885-5449324-19,Skam France,3
1,6983885,5449324,6983885-5449324-20,Skam France,3
12,6988081,5449324,6988081-5449324-20,Dynasty (2017),2
12,6988081,5449324,6988081-5449324-19,Dynasty (2017),2
13,6997279,5449324,6997279-5449324-19,Dynasty (2017),2
13,6997279,5449324,6997279-5449324-20,Dynasty (2017),2
11,6997775,5449324,6997775-5449324-17,Riverdale,3
11,6997775,5449324,6997775-5449324-18,Riverdale,3
11,6997775,5449324,6997775-5449324-19,Riverdale,3
12,6997778,5449324,6997778-5449324-4,Riverdale,3
12,6997778,5449324,6997778-5449324-2,Riverdale,3
12,6997778,5449324,6997778-5449324-18,Riverdale,3
12,6997778,5449324,6997778-5449324-19,Riverdale,3
14,6997780,5449324,6997780-5449324-2,Riverdale,3
14,6997780,5449324,6997780-5449324-4,Riverdale,3
16,6997931,5449324,6997931-5449324-4,Riverdale,3
2,6998836,5449324,6998836-5449324-20,Skam France,3
3,6998838,5449324,6998838-5449324-20,Skam France,3
3,6998838,5449324,6998838-5449324-19,Skam France,3
4,6998839,5449324,6998839-5449324-3,Skam France,3
5,6998842,5449324,6998842-5449324-3,Skam France,3
6,6998843,5449324,6998843-5449324-3,Skam France,3
13,7000086,5449324,7000086-5449324-20,The Simpsons,30
13,7000086,5449324,7000086-5449324-18,The Simpsons,30
13,7000086,5449324,7000086-5449324-19,The Simpsons,30
105,7001700,5449324,7001700-5449324-3,Pokémon,18
1,7004934,5449324,7004934-5449324-3,Pretty Little Liars: The Perfectionists,1
2,7009549,5449324,7009549-5449324-5,Miracle Workers,1
2,7009549,5449324,7009549-5449324-3,Miracle Workers,1
3,7009550,5449324,7009550-5449324-3,Miracle Workers,1
4,7009551,5449324,7009551-5449324-3,Miracle Workers,1
5,7009552,5449324,7009552-5449324-3,Miracle Workers,1
6,7009554,5449324,7009554-5449324-3,Miracle Workers,1
7,7009555,5449324,7009555-5449324-3,Miracle Workers,1
14,7013940,5449324,7013940-5449324-2,The Simpsons,30
10,7015887,5449324,7015887-5449324-3,Skam France,3
10,7015887,5449324,7015887-5449324-5,Skam France,3
1,7017541,5449324,7017541-5449324-27,Quicksand,1
1,7018539,5449324,7018539-5449324-20,Big Mouth,3
1,7023255,5449324,7023255-5449324-28,What We Do in the Shadows,1
3,7025344,5449324,7025344-5449324-28,Osmosis (2019),1
3,7025344,5449324,7025344-5449324-29,Osmosis (2019),1
3,7025344,5449324,7025344-5449324-3,Osmosis (2019),1
4,7025364,5449324,7025364-5449324-3,Osmosis (2019),1
15,7031329,5449324,7031329-5449324-2,Dynasty (2017),2
15,7031329,5449324,7031329-5449324-4,Dynasty (2017),2
2,7036363,5449324,7036363-5449324-29,The Handmaid's Tale,3
2,7036363,5449324,7036363-5449324-28,The Handmaid's Tale,3
3,7036366,5449324,7036366-5449324-29,The Handmaid's Tale,3
3,7036366,5449324,7036366-5449324-28,The Handmaid's Tale,3
1,7040684,5449324,7040684-5449324-3,Good Omens,1
2,7044923,5449324,7044923-5449324-28,Jane the Virgin,5
3,7044926,5449324,7044926-5449324-29,Jane the Virgin,5
6,7044965,5449324,7044965-5449324-28,Jane the Virgin,5
16,7045039,5449324,7045039-5449324-5,The Simpsons,30
16,7045039,5449324,7045039-5449324-4,The Simpsons,30
2,7045177,5449324,7045177-5449324-3,Good Omens,1
3,7045179,5449324,7045179-5449324-28,Good Omens,1
4,7045180,5449324,7045180-5449324-27,Good Omens,1
5,7045182,5449324,7045182-5449324-27,Good Omens,1
6,7045183,5449324,7045183-5449324-27,Good Omens,1
111,7047433,5449324,7047433-5449324-29,Pokémon,18
112,7047434,5449324,7047434-5449324-3,Pokémon,18
2,7052274,5449324,7052274-5449324-1,Pretty Little Liars: The Perfectionists,1
8,7054277,5449324,7054277-5449324-28,The Order,1
8,7054277,5449324,7054277-5449324-29,The Order,1
9,7054279,5449324,7054279-5449324-3,The Order,1
10,7054280,5449324,7054280-5449324-28,The Order,1
10,7054280,5449324,7054280-5449324-29,The Order,1
2,7056485,5449324,7056485-5449324-27,What We Do in the Shadows,1
1,7057082,5449324,7057082-5449324-5,Riccanza World,1
1,7059062,5449324,7059062-5449324-3,Euphoria (US),1
1,7059660,5449324,7059660-5449324-1,Special,1
1,7059660,5449324,7059660-5449324-27,Special,1
2,7062895,5449324,7062895-5449324-3,Killing Eve,2
18,7063660,5449324,7063660-5449324-3,The Simpsons,30
11,7068746,5449324,7068746-5449324-1,Arrested Development,5
12,7068748,5449324,7068748-5449324-1,Arrested Development,5
13,7068749,5449324,7068749-5449324-1,Arrested Development,5
13,7068749,5449324,7068749-5449324-27,Arrested Development,5
14,7068750,5449324,7068750-5449324-27,Arrested Development,5
14,7068750,5449324,7068750-5449324-1,Arrested Development,5
15,7068751,5449324,7068751-5449324-1,Arrested Development,5
16,7068752,5449324,7068752-5449324-1,Arrested Development,5
7,7069825,5449324,7069825-5449324-1,"Love, Death & Robots",1
1,7073672,5449324,7073672-5449324-29,No Good Nick,1
1,7075851,5449324,7075851-5449324-27,On My Block,2
1,7082952,5449324,7082952-5449324-1,Chernobyl,1
1,7085515,5449324,7085515-5449324-29,Samantha!,2
1,7085515,5449324,7085515-5449324-28,Samantha!,2
20,7086676,5449324,7086676-5449324-28,The Simpsons,30
20,7086676,5449324,7086676-5449324-27,The Simpsons,30
18,7088159,5449324,7088159-5449324-1,Dynasty (2017),2
18,7088159,5449324,7088159-5449324-27,Dynasty (2017),2
22,7088165,5449324,7088165-5449324-27,Dynasty (2017),2
22,7088165,5449324,7088165-5449324-1,Dynasty (2017),2
1,7095030,5449324,7095030-5449324-27,Huge in France,1
1,7095030,5449324,7095030-5449324-1,Huge in France,1
1,7096869,5449324,7096869-5449324-27,Clem,9
2,7096870,5449324,7096870-5449324-27,Clem,9
3,7096871,5449324,7096871-5449324-27,Clem,9
3,7096871,5449324,7096871-5449324-28,Clem,9
4,7096872,5449324,7096872-5449324-28,Clem,9
4,7096872,5449324,7096872-5449324-29,Clem,9
5,7096873,5449324,7096873-5449324-28,Clem,9
5,7096873,5449324,7096873-5449324-29,Clem,9
6,7096874,5449324,7096874-5449324-29,Clem,9
2,7096876,5449324,7096876-5449324-29,Special,1
2,7096876,5449324,7096876-5449324-28,Special,1
3,7096878,5449324,7096878-5449324-29,Special,1
3,7096878,5449324,7096878-5449324-28,Special,1
4,7096880,5449324,7096880-5449324-29,Special,1
5,7096884,5449324,7096884-5449324-28,Special,1
6,7096886,5449324,7096886-5449324-28,Special,1
7,7096888,5449324,7096888-5449324-27,Special,1
7,7096888,5449324,7096888-5449324-28,Special,1
8,7096889,5449324,7096889-5449324-28,Special,1
8,7096889,5449324,7096889-5449324-29,Special,1
4,7098403,5449324,7098403-5449324-29,Killing Eve,2
4,7098403,5449324,7098403-5449324-28,Killing Eve,2
7,7098813,5449324,7098813-5449324-29,,4
8,7098814,5449324,7098814-5449324-29,,4
9,7098815,5449324,7098815-5449324-28,,4
10,7098816,5449324,7098816-5449324-28,,4
10,7098816,5449324,7098816-5449324-29,,4
1,7099374,5449324,7099374-5449324-29,The Politician,1
1,7099374,5449324,7099374-5449324-28,The Politician,1
3,7099377,5449324,7099377-5449324-28,The Politician,1
5,7099379,5449324,7099379-5449324-3,The Politician,1
8,7099382,5449324,7099382-5449324-1,The Politician,1
18,7103416,5449324,7103416-5449324-3,Riverdale,3
18,7103416,5449324,7103416-5449324-29,Riverdale,3
1,7104146,5449324,7104146-5449324-28,The Society,1
2,7104147,5449324,7104147-5449324-28,The Society,1
3,7104149,5449324,7104149-5449324-27,The Society,1
1,7104545,5449324,7104545-5449324-28,Mythomaniac,1
19,7108115,5449324,7108115-5449324-27,Riverdale,3
19,7108115,5449324,7108115-5449324-28,Riverdale,3
4,7109995,5449324,7109995-5449324-29,Skam Spain,2
4,7109995,5449324,7109995-5449324-3,Skam Spain,2
5,7109999,5449324,7109999-5449324-3,Skam Spain,2
2,7110042,5449324,7110042-5449324-27,Huge in France,1
3,7110043,5449324,7110043-5449324-1,Huge in France,1
4,7110044,5449324,7110044-5449324-1,Huge in France,1
5,7110045,5449324,7110045-5449324-28,Huge in France,1
5,7110045,5449324,7110045-5449324-1,Huge in France,1
5,7110045,5449324,7110045-5449324-27,Huge in France,1
6,7110046,5449324,7110046-5449324-28,Huge in France,1
6,7110046,5449324,7110046-5449324-29,Huge in France,1
7,7110047,5449324,7110047-5449324-29,Huge in France,1
7,7110047,5449324,7110047-5449324-28,Huge in France,1
8,7110048,5449324,7110048-5449324-29,Huge in France,1
0,7114885,5449324,7114885-5449324-3,Money Heist,2
113,7115096,5449324,7115096-5449324-29,Pokémon,18
113,7115096,5449324,7115096-5449324-28,Pokémon,18
114,7115099,5449324,7115099-5449324-3,Pokémon,18
115,7115100,5449324,7115100-5449324-28,Pokémon,18
115,7115100,5449324,7115100-5449324-29,Pokémon,18
116,7115101,5449324,7115101-5449324-3,Pokémon,18
116,7115101,5449324,7115101-5449324-29,Pokémon,18
117,7115102,5449324,7115102-5449324-28,Pokémon,18
118,7115103,5449324,7115103-5449324-28,Pokémon,18
2,7119455,5449324,7119455-5449324-28,Quicksand,1
3,7119456,5449324,7119456-5449324-28,Quicksand,1
3,7119456,5449324,7119456-5449324-27,Quicksand,1
4,7119457,5449324,7119457-5449324-28,Quicksand,1
4,7119457,5449324,7119457-5449324-29,Quicksand,1
5,7119458,5449324,7119458-5449324-29,Quicksand,1
5,7119458,5449324,7119458-5449324-28,Quicksand,1
6,7119459,5449324,7119459-5449324-3,Quicksand,1
15,7120469,5449324,7120469-5449324-3,Chilling Adventures of Sabrina,1
15,7120469,5449324,7120469-5449324-29,Chilling Adventures of Sabrina,1
16,7120472,5449324,7120472-5449324-3,Chilling Adventures of Sabrina,1
17,7120473,5449324,7120473-5449324-3,Chilling Adventures of Sabrina,1
18,7120474,5449324,7120474-5449324-3,Chilling Adventures of Sabrina,1
7,7123648,5449324,7123648-5449324-29,Killing Eve,2
8,7123654,5449324,7123654-5449324-3,Killing Eve,2
3,7124475,5449324,7124475-5449324-3,Skam France,4
1,7125297,5449324,7125297-5449324-3,Pose,2
1,7135184,5449324,7135184-5449324-29,Big Little Lies,2
1,7135184,5449324,7135184-5449324-3,Big Little Lies,2
1,7136476,5449324,7136476-5449324-28,It's Bruno!,1
1,7136476,5449324,7136476-5449324-29,It's Bruno!,1
2,7136480,5449324,7136480-5449324-29,It's Bruno!,1
4,7139420,5449324,7139420-5449324-3,Skam France,4
1,7142266,5449324,7142266-5449324-3,Jinn,1
2,7142267,5449324,7142267-5449324-29,Jinn,1
3,7142268,5449324,7142268-5449324-28,Jinn,1
4,7142269,5449324,7142269-5449324-1,Jinn,1
5,7142271,5449324,7142271-5449324-1,Jinn,1
124,7158428,5449324,7158428-5449324-1,Pokémon,18
1,7160774,5449324,7160774-5449324-27,Calls,2
9,7172079,5449324,7172079-5449324-29,Skam Spain,2
10,7172080,5449324,7172080-5449324-3,Skam Spain,2
3,7184777,5449324,7184777-5449324-28,It's Bruno!,1
4,7184778,5449324,7184778-5449324-27,It's Bruno!,1
5,7184780,5449324,7184780-5449324-27,It's Bruno!,1
6,7184781,5449324,7184781-5449324-28,It's Bruno!,1
7,7184782,5449324,7184782-5449324-27,It's Bruno!,1
3,7185733,5449324,7185733-5449324-3,Black Mirror,5
2,7187612,5449324,7187612-5449324-29,Paquita Salas,3
3,7187613,5449324,7187613-5449324-3,Paquita Salas,3
4,7187614,5449324,7187614-5449324-3,Paquita Salas,3
5,7187615,5449324,7187615-5449324-29,Paquita Salas,3
6,7187758,5449324,7187758-5449324-3,Paquita Salas,3
18,7187965,5449324,7187965-5449324-29,Disenchantment,1
19,7187966,5449324,7187966-5449324-27,Disenchantment,1
2,7191323,5449324,7191323-5449324-3,Euphoria (US),1
3,7191325,5449324,7191325-5449324-3,Euphoria (US),1
4,7191328,5449324,7191328-5449324-3,Euphoria (US),1
2,7192545,5449324,7192545-5449324-28,Black Mirror,5
1,7192711,5449324,7192711-5449324-1,Black Mirror,5
5,7194971,5449324,7194971-5449324-3,Euphoria (US),1
6,7194979,5449324,7194979-5449324-3,Euphoria (US),1
2,7197105,5449324,7197105-5449324-27,Slasher,3
4,7197107,5449324,7197107-5449324-29,Slasher,3
5,7197108,5449324,7197108-5449324-3,Slasher,3
6,7197109,5449324,7197109-5449324-3,Slasher,3
7,7197110,5449324,7197110-5449324-3,Slasher,3
8,7197111,5449324,7197111-5449324-3,Slasher,3
2,7198159,5449324,7198159-5449324-29,Pose,2
1,7198586,5449324,7198586-5449324-27,Sweetbitter,2
1,7198586,5449324,7198586-5449324-1,Sweetbitter,2
1,7199261,5449324,7199261-5449324-28,Aggretsuko,2
1,7199261,5449324,7199261-5449324-1,Aggretsuko,2
1,7199938,5449324,7199938-5449324-29,Orange Is the New Black,7
1,7199996,5449324,7199996-5449324-29,Family Business (2019),1
2,7199999,5449324,7199999-5449324-3,Family Business (2019),1
3,7200001,5449324,7200001-5449324-3,Family Business (2019),1
2,7201382,5449324,7201382-5449324-1,Sweetbitter,2
1,7204067,5449324,7204067-5449324-27,Florida Girls,1
4,7208612,5449324,7208612-5449324-27,Mouche,1
6,7208614,5449324,7208614-5449324-28,Mouche,1
1,7210633,5449324,7210633-5449324-27,Marvel's Jessica Jones,3
1,7210633,5449324,7210633-5449324-28,Marvel's Jessica Jones,3
2,7211029,5449324,7211029-5449324-29,Marvel's Jessica Jones,3
2,7211029,5449324,7211029-5449324-3,Marvel's Jessica Jones,3
3,7211031,5449324,7211031-5449324-28,Marvel's Jessica Jones,3
3,7211031,5449324,7211031-5449324-27,Marvel's Jessica Jones,3
4,7211035,5449324,7211035-5449324-27,Marvel's Jessica Jones,3
5,7211036,5449324,7211036-5449324-1,Marvel's Jessica Jones,3
6,7211037,5449324,7211037-5449324-27,Marvel's Jessica Jones,3
7,7211039,5449324,7211039-5449324-29,Marvel's Jessica Jones,3
8,7211041,5449324,7211041-5449324-29,Marvel's Jessica Jones,3
13,7211050,5449324,7211050-5449324-28,Marvel's Jessica Jones,3
2,7211183,5449324,7211183-5449324-3,Trinkets,1
3,7211185,5449324,7211185-5449324-3,Trinkets,1
3,7211185,5449324,7211185-5449324-29,Trinkets,1
4,7211187,5449324,7211187-5449324-29,Trinkets,1
5,7211188,5449324,7211188-5449324-29,Trinkets,1
5,7211188,5449324,7211188-5449324-3,Trinkets,1
6,7211189,5449324,7211189-5449324-29,Trinkets,1
7,7211190,5449324,7211190-5449324-3,Trinkets,1
8,7211191,5449324,7211191-5449324-3,Trinkets,1
10,7211193,5449324,7211193-5449324-3,Trinkets,1
3,7212244,5449324,7212244-5449324-29,Pose,2
3,7212244,5449324,7212244-5449324-3,Pose,2
2,7212607,5449324,7212607-5449324-29,How to Sell Drugs Online (Fast),1
3,7212608,5449324,7212608-5449324-29,How to Sell Drugs Online (Fast),1
4,7212609,5449324,7212609-5449324-28,How to Sell Drugs Online (Fast),1
5,7212610,5449324,7212610-5449324-29,How to Sell Drugs Online (Fast),1
5,7212610,5449324,7212610-5449324-28,How to Sell Drugs Online (Fast),1
2,7219153,5449324,7219153-5449324-3,Big Little Lies,2
3,7219154,5449324,7219154-5449324-29,Big Little Lies,2
126,7219440,5449324,7219440-5449324-29,Pokémon,18
126,7219440,5449324,7219440-5449324-28,Pokémon,18
126,7219440,5449324,7219440-5449324-3,Pokémon,18
128,7219443,5449324,7219443-5449324-29,Pokémon,18
7,7223226,5449324,7223226-5449324-3,The Handmaid's Tale,3
11,7223231,5449324,7223231-5449324-29,The Handmaid's Tale,3
4,7223961,5449324,7223961-5449324-28,Big Little Lies,2
4,7223961,5449324,7223961-5449324-29,Big Little Lies,2
1,7224311,5449324,7224311-5449324-29,The Good Place,4
5,7228430,5449324,7228430-5449324-28,Big Little Lies,2
5,7228430,5449324,7228430-5449324-29,Big Little Lies,2
6,7228433,5449324,7228433-5449324-29,Big Little Lies,2
6,7228433,5449324,7228433-5449324-28,Big Little Lies,2
6,7230381,5449324,7230381-5449324-3,Pose,2
1,7234836,5449324,7234836-5449324-29,Trinkets,1
1,7234836,5449324,7234836-5449324-28,Trinkets,1
2,7234899,5449324,7234899-5449324-28,Aggretsuko,2
3,7234900,5449324,7234900-5449324-27,Aggretsuko,2
3,7234900,5449324,7234900-5449324-1,Aggretsuko,2
4,7234902,5449324,7234902-5449324-1,Aggretsuko,2
129,7249224,5449324,7249224-5449324-3,Pokémon,18
1,7250065,5449324,7250065-5449324-3,American Horror Story,9
1,7250065,5449324,7250065-5449324-29,American Horror Story,9
7,7250525,5449324,7250525-5449324-28,Pose,2
2,7250707,5449324,7250707-5449324-28,Scream: The TV Series,3
2,7250707,5449324,7250707-5449324-29,Scream: The TV Series,3
3,7250751,5449324,7250751-5449324-29,Scream: The TV Series,3
3,7250751,5449324,7250751-5449324-28,Scream: The TV Series,3
5,7250761,5449324,7250761-5449324-1,Scream: The TV Series,3
6,7250763,5449324,7250763-5449324-28,Scream: The TV Series,3
6,7250763,5449324,7250763-5449324-27,Scream: The TV Series,3
1,7268881,5449324,7268881-5449324-29,Elite,2
1,7268881,5449324,7268881-5449324-28,Elite,2
130,7269075,5449324,7269075-5449324-29,Pokémon,18
133,7269083,5449324,7269083-5449324-3,Pokémon,18
133,7269083,5449324,7269083-5449324-29,Pokémon,18
0,7285209,5449324,7285209-5449324-29,Money Heist,2
0,7285211,5449324,7285211-5449324-3,Money Heist,2
0,7285212,5449324,7285212-5449324-28,Money Heist,2
